Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Phân loại,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Xã Đông Hội,Đông Anh,Hà Nội,Tập đoàn MIK Corporation,Imperia Cổ Loa,Căn hộ chung cư tại Imperia Cổ Loa,45 m²,Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông,Nam,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Minh Trí,Sóc Sơn,Hà Nội,Không có thông tin,Không có thông tin,Bán đất tại xã Minh Trí,64 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 7 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Đông Hội,Đông Anh,Hà Nội,Tập đoàn MIK Corporation,Imperia Cổ Loa,Căn hộ chung cư tại Imperia Cổ Loa,32 m²,Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Đa Tốn,Gia Lâm,Hà Nội,Masterise Homes,Masteri Waterfront,Căn hộ chung cư tại Masteri Waterfront,"74,43 m²","4,99 tỷ",3 phòng,2 phòng,Không có thông tin,Full nội thất.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 6; Số căn hộ: 3.837,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,Căn hộ chung cư tại Lộc Ninh Singashine,"49,5 m²","1,55 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Bắc,Đông,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,Căn hộ chung cư tại Lộc Ninh Singashine,64 m²,"1,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,Căn hộ chung cư tại Lộc Ninh Singashine,50 m²,"1,35 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Bắc,Đông - Bắc,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thuỷ Xuân Tiên,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Căn hộ chung cư tại đường 6,60 m²,"1,8 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Nại Hiên Đông ,Sơn Trà,Đà Nẵng,Tập đoàn Sun Group,Sun Symphony Residence,Căn hộ chung cư tại Sun Symphony Residence,60 m²,"3,5 tỷ",2 phòng,1 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đông - Bắc,Số tòa: 3; Số căn hộ: 1.373,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thuỷ Xuân Tiên,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Căn hộ chung cư tại đường 6,49 m²,"1,2 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Thuỷ Xuân Tiên,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Căn hộ chung cư tại đường Hồ Chí Minh,44 m²,"1,2 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây,Đông - Bắc,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,Căn hộ chung cư tại Lộc Ninh Singashine,"49,29 m²","1,28 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Full nội thất.,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Bình Chuẩn,Thuận An,Bình Dương,Đang cập nhật,Cát Tường J - Home,Nhà mặt phố tại Cát Tường J - Home,110 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",Đông - Nam,Không có thông tin,Đường vào: 30 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phượng đồng Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,35 m²,"3,1 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,36 m²,"2,6 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,"33,3 m²","2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"3,27 m",Đông,Đông,Đường vào: 3 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,33 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Đông - Nam,Đông - Nam,Đường vào: 4 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,31 m²,"2,2 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,"Nội thất bao gồm điều hòa, giường, tủ lạnh...",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Giáp Bát,Hoàng Mai,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Kim Đồng,75 m²,"19,8 tỷ",5 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5 m,Không có thông tin,Không có thông tin,Đường vào: 15 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Quốc Lộ 22,30 m²,"2,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,5 m,Đông - Nam,Đông - Nam,Đường vào: 3 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Quốc lộ 6,36 m²,"2,39 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại thị trấn Chúc Sơn,34 m²,"2,54 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Quốc lộ 6,66 m²,"5,4 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Không có thông tin,Không có thông tin,Đường vào: 8 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Tây Trà,65 m²,"11,8 tỷ",5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"5,5 m",Đông - Nam,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,35 m²,"2,6 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,2 m",Đông - Bắc,Đông - Bắc,Đường vào: 2 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường 6,30 m²,"3,2 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,Không có thông tin,Không có thông tin,Đường vào: 4 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,34 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Quốc Lộ 6A,30 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",Không có thông tin,Không có thông tin,Đường vào: 2 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,32 m²,"2,4 tỷ",4 phòng,3 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Đường vào: 3,5 m; Số tầng: 4 tầng",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,"33,3 m²","2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,"3,27 m",Đông,Đông,Đường vào: 3 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Quốc lộ 6,32 m²,"2,25 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Đông - Bắc,Đông - Bắc,Đường vào: 3 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường 6,38 m²,"2,45 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",Tây - Bắc,Tây - Bắc,Đường vào: 3 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Đê Mới,40 m²,2 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,"4,5 m",Không có thông tin,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,31 m²,"2,65 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,"3,7 m",Không có thông tin,Không có thông tin,"Đường vào: 2,5 m; Số tầng: 5 tầng",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,33 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Đông - Nam,Đông - Nam,Đường vào: 4 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phụng Châu,32 m²,"2,23 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu","43,4 m²","3,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,380 m,Đông - Nam,Đông - Nam,Đường vào: 25 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường Đê Mới",45 m²,"4,47 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,6 m",Bắc,Đông,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",76 m²,"9,3 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",75 m²,"3,55 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",76 m²,"9,3 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Bình Thanh,Cao Phong,Hòa Bình,Không có thông tin,Không có thông tin,"Shophouse, nhà phố thương mại tại xã Bình Thanh",250 m²,"2,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,Đông - Nam,Không có thông tin,Đường vào: 30 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",75 m²,"3,55 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²","7,69 tỷ",6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"4,5 m",Đông - Bắc,Không có thông tin,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,"9,3 tỷ",8 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Không có thông tin,Không có thông tin,Đường vào: 6 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Nam Phương Tiến,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Nam Phương Tiến",705 m²,"6,5 tỷ",6 phòng,6 phòng,Không có thông tin,Không nội thất,30 m,Không có thông tin,Không có thông tin,Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thường Tín,Thường Tín,Hà Nội,Đang cập nhật,Him Lam Thường Tín,"Shophouse, nhà phố thương mại tại Him Lam Thường Tín","76,7 m²",10 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Đông - Nam,Đông - Nam,Đường vào: 33 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²",Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",76 m²,"9,5 tỷ",8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Tây,Tây,Đường vào: 12 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","76,1 m²","9,5 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",471 m²,12 tỷ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đông - Nam,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu","40,5 m²",Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn","67,5 m²",Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²","7,69 tỷ",7 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",Bắc,Không có thông tin,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",45 m²,"3,88 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,6 m",Không có thông tin,Không có thông tin,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Huyện Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",55 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Nam,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine","67,5 m²","7,6 tỷ",6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Không có thông tin,"4,5 m",Đông - Nam,Đông - Nam,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Công ty CP Phát triển Công nghiệp Phú Mỹ,Khu đô thị Làng Thời Đại,"Nhà biệt thự, liền kề tại Khu đô thị Làng Thời Đại","34,1 m²","2,75 tỷ",3 phòng,2 phòng,Không có thông tin,Không có thông tin,"4,25 m",Tây - Nam,Nam,Đường vào: 3 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",50 m²,"5,1 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Hoàng Văn Thụ,Chương Mỹ,Hà Nội,Công ty Cổ phần DK ENC Việt Nam,Wyndham Sky Lake Resort & Villas,"Nhà biệt thự, liền kề tại Wyndham Sky Lake Resort & Villas",306 m²,"12,5 tỷ",2 phòng,3 phòng,Hợp đồng mua bán,Không có thông tin,15 m,Tây - Bắc,Tây - Bắc,Đường vào: 15 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Phụng Châu,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Phụng Châu",37 m²,"2,6 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Đông - Bắc,Không có thông tin,Đường vào: 4 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",120 m²,12 tỷ,8 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại thị trấn Chúc Sơn",76 m²,"9,3 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Tây,Tây,Đường vào: 9 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Xuân Mai,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường 6",75 m²,"3,55 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,Đường vào: 7 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Công ty CP Lộc Ninh,Lộc Ninh Singashine,"Nhà biệt thự, liền kề tại Lộc Ninh Singashine",67 m²,"8,8 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Bình Thanh,Cao Phong,Hòa Bình,Không có thông tin,Không có thông tin,"Shophouse, nhà phố thương mại tại xã Bình Thanh",250 m²,"2,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,Đông - Nam,Không có thông tin,Đường vào: 30 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Nam Phương Tiến,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường Liên Xã",361 m²,"5,8 tỷ",3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,13 m,Nam,Nam,Đường vào: 8 m; Số tầng: 2 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Lam Điền,Chương Mỹ,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại đường Liên Xã",780 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 4 m; Số tầng: 1 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
